Date,Algerian dinar (DZD),Australian dollar(1),Botswana pula(1),Brazilian real (BRL),Brunei dollar (BND),Canadian dollar (CAD),Chilean peso (CLP),Chinese yuan (CNY),Czech koruna (CZK),Danish krone (DKK),Euro(1),Indian rupee (INR),Israeli New Shekel (ILS),Japanese yen (JPY),Korean won (KRW),Kuwaiti dinar (KWD),Malaysian ringgit (MYR),Mauritian rupee (MUR),Mexican peso (MXN),New Zealand dollar(1),Norwegian krone (NOK),Omani rial (OMR),Peruvian sol (PEN),Philippine peso (PHP),Polish zloty (PLN),Qatari riyal (QAR),Russian ruble (RUB),Saudi Arabian riyal (SAR),Singapore dollar (SGD),South African rand (ZAR),Swedish krona (SEK),Swiss franc (CHF),Thai baht (THB),Trinidadian dollar (TTD),U.A.E. dirham (AED),U.K. pound(1),U.S. dollar (USD),Uruguayan peso (UYU),Australian dollar (AUD),Bahrain dinar (BHD),Bolivar Fuerte (VEF),Bolivar Soberano (VES),Botswana pula (BWP),Colombian peso (COP),Euro (EUR),Hungarian forint (HUF),Icelandic krona (ISK),Indonesian rupiah (IDR),Iranian rial (IRR),Kazakhstani tenge (KZT),Libyan dinar (LYD),Nepalese rupee (NPR),New Zealand dollar (NZD),Pakistani rupee (PKR),Sri Lankan rupee (LKR),Tunisian dinar (TND),U.K. pound (GBP)
2016-08-08,110.2719,0.6627,0.0739,3.1853,1.3478,1.3164,656.98,6.6609,24.38,6.7077,1.0844,66.7407,3.829,102.1,1111.3,0.3019,4.043,35.3116,18.5716,0.6126,8.4843,0.3845,3.314,46.959,3.8706,3.64,65.0799,3.75,1.3478,13.6408,8.5777,0.982,34.957,6.7015,3.6725,1.2616,1.0,29.059,1.3141,0.376,9.975,562.57,10.4822,3052.8,0.902,280.44,120.14,13144.0,31019.0,348.35,1.9324,106.84,1.4073,104.7282,145.6,2.212,0.7653
2016-08-07,110.2719,0.6627,0.0739,3.1853,1.3478,1.3164,656.98,6.6609,24.38,6.7077,1.0844,66.7407,3.829,102.1,1111.3,0.3019,4.043,35.3116,18.5716,0.6126,8.4843,0.3845,3.314,46.959,3.8706,3.64,65.0799,3.75,1.3478,13.6408,8.5777,0.982,34.957,6.7015,3.6725,1.2616,1.0,29.059,1.3141,0.376,9.975,562.57,10.4822,3052.8,0.902,280.44,120.14,13144.0,31019.0,348.35,1.9324,106.84,1.4073,104.7282,145.6,2.212,0.7653
2016-08-06,110.2719,0.6627,0.0739,3.1853,1.3478,1.3164,656.98,6.6609,24.38,6.7077,1.0844,66.7407,3.829,102.1,1111.3,0.3019,4.043,35.3116,18.5716,0.6126,8.4843,0.3845,3.314,46.959,3.8706,3.64,65.0799,3.75,1.3478,13.6408,8.5777,0.982,34.957,6.7015,3.6725,1.2616,1.0,29.059,1.3141,0.376,9.975,562.57,10.4822,3052.8,0.902,280.44,120.14,13144.0,31019.0,348.35,1.9324,106.84,1.4073,104.7282,145.6,2.212,0.7653
2016-08-05,109.9547,0.6627,0.0739,3.2177,1.3418,1.318,657.36,6.6431,24.219,6.6666,1.0844,66.8141,3.821,101.25,1113.8,0.3016,4.038,35.269,18.8691,0.6126,8.4279,0.3845,3.334,47.014,3.8542,3.64,65.5627,3.75,1.3418,13.7292,8.5247,0.9744,34.849,6.6872,3.6725,1.2616,1.0,29.158,1.3055,0.376,9.975,562.57,10.5263,3079.83,0.8964,279.26,119.58,13125.0,31019.0,348.97,1.9324,107.13,1.3918,104.6622,145.6167,2.2131,0.7599
2016-08-04,109.9743,0.6627,0.0739,3.2727,1.3418,1.3025,657.21,6.6383,24.273,6.6795,1.0844,66.9447,3.826,101.35,1114.0,0.3016,4.0475,35.3333,18.8612,0.6126,8.4517,0.3845,3.334,47.031,3.8588,3.64,66.3941,3.75,1.3418,13.7526,8.5543,0.9738,34.945,6.7071,3.6725,1.2616,1.0,29.425,1.3146,0.376,9.975,562.57,10.5152,3110.43,0.898,279.33,120.08,13138.0,30990.0,352.06,1.9324,107.12,1.3928,104.4514,145.7471,2.2062,0.7527
2016-08-03,109.901,0.6627,0.0739,3.2484,1.3401,1.308,654.76,6.629,24.143,6.6417,1.0844,66.9368,3.822,101.25,1108.9,0.3013,4.0585,35.3263,18.9117,0.6126,8.4139,0.3845,3.349,47.026,3.8516,3.64,66.742,3.75,1.3401,13.7526,8.5187,0.9683,34.822,6.7031,3.6725,1.2616,1.0,29.582,1.3177,0.376,9.975,562.57,10.582,3084.81,0.8929,277.86,118.42,13114.0,30958.0,354.01,1.9324,106.75,1.3885,104.7703,145.745,2.208,0.7493
2016-08-02,109.7253,0.6627,0.0739,3.2656,1.3428,1.3089,657.47,6.6414,24.147,6.6461,1.0844,66.7612,3.815,102.45,1111.0,0.3016,4.052,35.3963,18.8966,0.6126,8.4305,0.3845,3.343,46.955,3.882,3.64,66.8816,3.75,1.3428,13.8974,8.5627,0.966,34.788,6.6994,3.6725,1.2616,1.0,29.502,1.325,0.376,9.975,562.57,10.5708,3090.28,0.8934,278.29,118.51,13079.0,30959.0,353.7,1.9324,106.79,1.3935,104.8435,145.75,2.2125,0.7555
2016-08-01,109.9254,0.6627,0.0739,3.2384,1.3392,1.3089,656.95,6.6379,24.212,6.6633,1.0844,66.7412,3.806,102.44,1122.4,0.3016,4.0325,35.3727,18.8504,0.6126,8.4607,0.3845,3.34,47.09,3.904,3.64,65.9553,3.75,1.3392,14.1508,8.5556,0.9689,34.76,6.6994,3.6725,1.2616,1.0,29.651,1.325,0.376,9.975,562.57,10.582,3081.75,0.8957,279.42,118.51,13080.0,30959.0,352.1,1.9324,107.23,1.3866,104.8463,145.75,2.2239,0.7587
2016-07-31,109.9254,0.6627,0.0739,3.2384,1.3392,1.3089,656.95,6.6379,24.212,6.6633,1.0844,66.7412,3.806,102.44,1122.4,0.3016,4.0325,35.3727,18.8504,0.6126,8.4607,0.3845,3.34,47.09,3.904,3.64,65.9553,3.75,1.3392,14.1508,8.5556,0.9689,34.76,6.6994,3.6725,1.2616,1.0,29.651,1.325,0.376,9.975,562.57,10.582,3081.75,0.8957,279.42,118.51,13080.0,30959.0,352.1,1.9324,107.23,1.3866,104.8463,145.75,2.2239,0.7587
2016-07-30,109.9254,0.6627,0.0739,3.2384,1.3392,1.3089,656.95,6.6379,24.212,6.6633,1.0844,66.7412,3.806,102.44,1122.4,0.3016,4.0325,35.3727,18.8504,0.6126,8.4607,0.3845,3.34,47.09,3.904,3.64,65.9553,3.75,1.3392,14.1508,8.5556,0.9689,34.76,6.6994,3.6725,1.2616,1.0,29.651,1.325,0.376,9.975,562.57,10.582,3081.75,0.8957,279.42,118.51,13080.0,30959.0,352.1,1.9324,107.23,1.3866,104.8463,145.75,2.2239,0.7587
2016-07-29,110.4325,0.6627,0.0739,3.2734,1.3475,1.3041,664.94,6.6532,24.324,6.6925,1.0844,67.034,3.828,104.0,1125.7,0.3022,4.0535,35.4449,18.7837,0.6126,8.5568,0.3845,3.34,47.085,3.9364,3.64,67.0512,3.75,1.3475,14.1508,8.6173,0.9746,34.875,6.7012,3.6725,1.2616,1.0,29.651,1.3294,0.376,9.975,562.57,10.6045,3091.78,0.8998,281.47,119.37,13094.0,30959.0,352.25,1.9324,107.28,1.4067,104.8497,145.7466,2.2259,0.7589
2016-07-28,110.4815,0.6627,0.0739,3.2814,1.3509,1.317,664.94,6.6574,24.382,6.7086,1.0844,67.055,3.828,104.85,1134.1,0.3022,4.054,35.4838,18.8979,0.6126,8.5126,0.3845,3.34,47.156,3.9389,3.64,66.1125,3.75,1.3509,14.2291,8.5859,0.9842,34.902,6.7058,3.6725,1.2616,1.0,29.597,1.3289,0.376,9.975,562.57,10.7066,3073.52,0.9017,281.86,119.81,13113.0,30952.0,352.75,1.9324,107.48,1.4092,104.851,145.7466,2.2381,0.7605
2016-07-27,110.858,0.6627,0.0739,3.2784,1.3594,1.322,661.04,6.6685,24.594,6.7684,1.0844,67.2362,3.84,105.15,1138.4,0.3025,4.0765,35.5127,18.8602,0.6126,8.5877,0.3845,3.35,47.193,3.9739,3.64,65.9467,3.75,1.3594,14.2948,8.6593,0.9937,35.023,6.6984,3.6725,1.2616,1.0,29.335,1.3365,0.376,9.975,562.57,10.7643,3055.15,0.9098,285.02,121.29,13130.0,30954.0,352.13,1.9324,107.66,1.4205,104.8588,145.75,2.2377,0.7633
2016-07-26,110.814,0.6627,0.0739,3.2813,1.3601,1.3209,656.33,6.6765,24.573,6.7648,1.0844,67.368,3.844,104.4,1136.9,0.3024,4.076,35.4918,18.8114,0.6126,8.5814,0.3845,3.355,47.18,3.9682,3.64,65.7408,3.75,1.3601,14.4211,8.6396,0.9874,35.046,6.6876,3.6725,1.2616,1.0,29.601,1.3293,0.376,9.975,562.57,10.7991,2997.25,0.9093,284.24,121.47,13150.0,30955.0,350.2,1.9324,107.64,1.4288,104.8569,145.75,2.2377,0.7622
2016-07-25,110.8726,0.6627,0.0739,3.2848,1.3607,1.3225,650.78,6.679,24.601,6.7741,1.0844,67.243,3.846,106.43,1135.0,0.3026,4.0815,35.4862,18.7569,0.6126,8.5687,0.3845,3.34,47.096,3.9697,3.64,64.9184,3.75,1.3607,14.2884,8.6656,0.9852,35.013,6.6824,3.6725,1.2616,1.0,29.68,1.336,0.376,9.975,562.57,10.7759,2942.65,0.9106,284.74,122.01,13135.0,30956.0,343.88,1.9324,107.34,1.4339,104.8617,145.75,2.2377,0.7616
2016-07-24,110.8726,0.6627,0.0739,3.2848,1.3607,1.3225,650.78,6.679,24.601,6.7741,1.0844,67.243,3.846,106.43,1135.0,0.3026,4.0815,35.4862,18.7569,0.6126,8.5687,0.3845,3.34,47.096,3.9697,3.64,64.9184,3.75,1.3607,14.2884,8.6656,0.9852,35.013,6.6824,3.6725,1.2616,1.0,29.68,1.336,0.376,9.975,562.57,10.7759,2942.65,0.9106,284.74,122.01,13135.0,30956.0,343.88,1.9324,107.34,1.4339,104.8617,145.75,2.2377,0.7616
2016-07-23,110.8726,0.6627,0.0739,3.2848,1.3607,1.3225,650.78,6.679,24.601,6.7741,1.0844,67.243,3.846,106.43,1135.0,0.3026,4.0815,35.4862,18.7569,0.6126,8.5687,0.3845,3.34,47.096,3.9697,3.64,64.9184,3.75,1.3607,14.2884,8.6656,0.9852,35.013,6.6824,3.6725,1.2616,1.0,29.68,1.336,0.376,9.975,562.57,10.7759,2942.65,0.9106,284.74,122.01,13135.0,30956.0,343.88,1.9324,107.34,1.4339,104.8617,145.75,2.2377,0.7616
2016-07-22,110.7455,0.6627,0.0739,3.2579,1.3558,1.3178,650.09,6.6682,24.535,6.7541,1.0844,67.1355,3.839,105.86,1140.2,0.3025,4.071,35.4799,18.6089,0.6126,8.5207,0.3845,3.32,47.163,3.9504,3.64,64.627,3.75,1.3558,14.2481,8.6116,0.9862,34.938,6.6627,3.6725,1.2616,1.0,29.869,1.3376,0.376,9.975,562.57,10.7527,2928.67,0.9079,284.4,122.1,13102.0,30956.0,341.51,1.9324,107.55,1.4323,104.8498,145.75,2.2362,0.763
2016-07-21,110.6428,0.6627,0.0739,3.2506,1.3575,1.3057,651.43,6.673,24.53,6.7535,1.0844,67.2035,3.858,107.21,1140.8,0.3025,4.0505,35.4528,18.6022,0.6126,8.4921,0.3845,3.32,47.064,3.9685,3.64,63.7373,3.75,1.3575,14.276,8.5912,0.9867,35.038,6.6788,3.6725,1.2616,1.0,29.869,1.3356,0.376,9.975,562.57,10.7411,2931.08,0.9079,285.57,122.4,13122.0,30909.0,342.23,1.9324,107.5,1.4335,104.8529,145.25,2.2357,0.7584
2016-07-20,110.8237,0.6627,0.0739,3.2795,1.3551,1.304,651.53,6.6839,24.532,6.7542,1.0844,67.172,3.859,106.01,1138.4,0.3025,4.02,35.442,18.5729,0.6126,8.4947,0.3845,3.307,46.844,3.979,3.64,63.4183,3.75,1.3551,14.2752,8.6331,0.9863,35.043,6.6714,3.6725,1.2616,1.0,29.474,1.3332,0.376,9.975,562.57,10.7643,2931.08,0.908,285.88,122.42,13100.0,30910.0,339.9,1.9324,107.46,1.4186,104.8423,145.25,2.2225,0.7593
2016-07-19,110.7956,0.6627,0.0739,3.2628,1.351,1.3029,650.84,6.6921,24.488,6.7412,1.0844,67.1462,3.856,105.9,1136.3,0.3022,3.9865,35.467,18.5719,0.6126,8.472,0.3845,3.292,46.757,3.9582,3.64,62.9891,3.75,1.351,14.3278,8.5603,0.9833,35.043,6.6585,3.6725,1.2616,1.0,29.886,1.3282,0.376,9.975,562.57,10.7643,2928.3,0.9062,284.49,121.99,13086.0,30882.0,338.72,1.9324,107.47,1.4233,104.8648,145.25,2.2238,0.7594
2016-07-18,110.6312,0.6627,0.0739,3.265,1.3489,1.2984,650.58,6.6988,24.446,6.73,1.0844,67.1015,3.86,105.9,1132.7,0.3022,3.9785,35.4695,18.4879,0.6126,8.4707,0.3845,3.275,46.877,3.9853,3.64,63.1154,3.75,1.3489,14.2966,8.5603,0.9839,35.043,6.6856,3.6725,1.2616,1.0,29.886,1.3158,0.376,9.975,562.57,10.7643,2923.46,0.9047,285.22,122.03,13112.0,30883.0,338.88,1.9324,107.31,1.4104,104.8552,145.25,2.2092,0.7557
2016-07-17,110.6312,0.6627,0.0739,3.265,1.3489,1.2984,650.58,6.6988,24.446,6.73,1.0844,67.1015,3.86,105.9,1132.7,0.3022,3.9785,35.4695,18.4879,0.6126,8.4707,0.3845,3.275,46.877,3.9853,3.64,63.1154,3.75,1.3489,14.2966,8.5603,0.9839,35.043,6.6856,3.6725,1.2616,1.0,29.886,1.3158,0.376,9.975,562.57,10.7643,2923.46,0.9047,285.22,122.03,13112.0,30883.0,338.88,1.9324,107.31,1.4104,104.8552,145.25,2.2092,0.7557
2016-07-16,110.6312,0.6627,0.0739,3.265,1.3489,1.2984,650.58,6.6988,24.446,6.73,1.0844,67.1015,3.86,105.9,1132.7,0.3022,3.9785,35.4695,18.4879,0.6126,8.4707,0.3845,3.275,46.877,3.9853,3.64,63.1154,3.75,1.3489,14.2966,8.5603,0.9839,35.043,6.6856,3.6725,1.2616,1.0,29.886,1.3158,0.376,9.975,562.57,10.7643,2923.46,0.9047,285.22,122.03,13112.0,30883.0,338.88,1.9324,107.31,1.4104,104.8552,145.25,2.2092,0.7557
2016-07-15,110.6312,0.6627,0.0739,3.2305,1.3433,1.2975,650.92,6.6828,24.284,6.6836,1.0844,67.1015,3.844,105.65,1141.8,0.3016,3.9585,35.4695,18.492,0.6126,8.3737,0.3845,3.276,47.099,3.9598,3.64,63.1697,3.75,1.3433,14.3509,8.4947,0.9789,34.981,6.6821,3.6725,1.2616,1.0,30.15,1.3113,0.376,9.975,562.57,10.7411,2923.07,0.8986,282.52,121.15,13086.0,30883.0,338.52,1.9324,107.03,1.3984,104.8506,145.25,2.2092,0.7478
2016-07-14,110.5236,0.6627,0.0739,3.289,1.3471,1.2915,658.2,6.6879,24.235,6.6665,1.0844,66.9136,3.852,104.15,1145.7,0.3016,3.9595,35.5281,18.3061,0.6126,8.3577,0.3845,3.276,47.248,3.9681,3.64,63.5773,3.75,1.3471,14.2694,8.4888,0.9799,35.14,6.6847,3.6725,1.2616,1.0,30.15,1.3139,0.376,9.975,562.57,10.7181,2936.53,0.8963,282.36,122.11,13088.0,30864.0,338.95,1.9324,107.42,1.3729,104.8506,145.25,2.2092,0.7564
2016-07-13,110.5333,0.6627,0.0739,3.2744,1.3478,1.2965,657.82,6.6911,24.415,6.7177,1.0844,67.2046,3.871,104.3,1149.3,0.3016,3.9865,35.5338,18.3937,0.6126,8.4127,0.3845,3.278,47.394,3.9809,3.64,63.8531,3.75,1.3478,14.3163,8.5661,0.9847,35.2,6.6742,3.6725,1.2616,1.0,30.292,1.3154,0.376,9.975,562.57,10.7411,2911.91,0.9032,283.71,122.23,13095.0,30865.0,338.35,1.9324,107.43,1.3767,104.856,145.2477,2.2047,0.752
2016-07-12,110.5431,0.6627,0.0739,3.3025,1.35,1.3016,657.84,6.6887,24.415,6.7056,1.0844,67.1471,3.874,103.0,1147.8,0.302,3.9865,35.5267,18.3006,0.6126,8.4294,0.3845,3.278,47.163,3.9807,3.64,63.8531,3.75,1.35,14.3138,8.5215,0.9819,35.144,6.6714,3.6725,1.2616,1.0,30.292,1.3179,0.376,9.975,562.57,10.7411,2929.81,0.9016,281.95,122.47,13151.0,30849.0,338.35,1.9324,107.47,1.3799,104.832,145.25,2.212,0.7598
2016-07-11,110.6362,0.6627,0.0739,3.2962,1.3457,1.3127,661.5,6.6882,24.458,6.7311,1.0844,67.1426,3.883,100.72,1159.2,0.3018,3.9855,35.5267,18.4597,0.6126,8.5131,0.3845,3.278,47.095,4.006,3.64,64.2024,3.75,1.3457,14.4481,8.5951,0.9833,35.114,6.6475,3.6725,1.2616,1.0,30.292,1.3229,0.376,9.975,562.57,10.7991,2952.64,0.9051,284.55,122.98,13112.0,30850.0,338.35,1.9324,107.79,1.3725,104.8649,145.25,2.2097,0.7704
2016-07-10,110.6362,0.6627,0.0739,3.2962,1.3457,1.3127,661.5,6.6882,24.458,6.7311,1.0844,67.1426,3.883,100.72,1159.2,0.3018,3.9855,35.5267,18.4597,0.6126,8.5131,0.3845,3.278,47.095,4.006,3.64,64.2024,3.75,1.3457,14.4481,8.5951,0.9833,35.114,6.6475,3.6725,1.2616,1.0,30.292,1.3229,0.376,9.975,562.57,10.7991,2952.64,0.9051,284.55,122.98,13112.0,30850.0,338.35,1.9324,107.79,1.3725,104.8649,145.25,2.2097,0.7704
2016-07-09,110.6362,0.6627,0.0739,3.2962,1.3457,1.3127,661.5,6.6882,24.458,6.7311,1.0844,67.1426,3.883,100.72,1159.2,0.3018,3.9855,35.5267,18.4597,0.6126,8.5131,0.3845,3.278,47.095,4.006,3.64,64.2024,3.75,1.3457,14.4481,8.5951,0.9833,35.114,6.6475,3.6725,1.2616,1.0,30.292,1.3229,0.376,9.975,562.57,10.7991,2952.64,0.9051,284.55,122.98,13112.0,30850.0,338.35,1.9324,107.79,1.3725,104.8649,145.25,2.2097,0.7704
2016-07-08,110.6312,0.6627,0.0739,3.3382,1.3494,1.3073,664.06,6.688,24.421,6.722,1.0844,67.4584,3.882,100.9,1156.6,0.3018,4.0425,35.5095,18.5991,0.6126,8.4851,0.3845,3.277,47.04,4.0001,3.64,64.2488,3.75,1.3494,14.7973,8.5688,0.98,35.216,6.6527,3.6725,1.2616,1.0,30.308,1.3355,0.376,9.975,562.57,10.8578,2986.49,0.9033,284.37,122.9,13112.0,30850.0,338.46,1.9324,107.84,1.3753,104.8649,145.25,2.2097,0.7702
2016-07-07,110.5089,0.6627,0.0739,3.3236,1.3502,1.2984,664.51,6.6849,24.417,6.7158,1.0844,67.4972,3.878,100.95,1165.8,0.3018,4.0425,35.552,18.8607,0.6126,8.4641,0.3845,3.282,46.9,4.0036,3.64,64.05,3.75,1.3502,14.6636,8.5555,0.9769,35.193,6.6527,3.6725,1.2616,1.0,30.447,1.3296,0.376,9.975,562.57,10.8696,3003.2,0.9025,285.6,122.74,13112.0,30850.0,337.26,1.9324,107.94,1.4004,104.8649,145.246,2.2097,0.7674
2016-07-06,110.6312,0.6627,0.0739,3.2898,1.3502,1.3005,661.29,6.6891,24.417,6.7225,1.0844,67.4972,3.895,100.9,1153.0,0.3018,4.0425,35.552,18.8161,0.6126,8.4486,0.3845,3.28,46.9,4.0225,3.64,64.6304,3.75,1.3502,14.8782,8.5296,0.9779,35.229,6.6456,3.6725,1.2616,1.0,30.615,1.3448,0.376,9.975,562.57,10.9409,2966.87,0.9034,286.43,123.01,13112.0,30850.0,337.26,1.9324,107.97,1.4098,104.8649,145.246,2.2097,0.7704
2016-07-05,110.2934,0.6627,0.0739,3.2474,1.3473,1.2949,659.26,6.6687,24.417,6.675,1.0844,67.4028,3.869,102.17,1148.1,0.3018,4.0005,35.4976,18.7536,0.6126,8.3615,0.3845,3.286,46.833,3.9963,3.64,64.2676,3.75,1.3473,14.7647,8.4209,0.9714,35.126,6.6344,3.6725,1.2616,1.0,30.714,1.3303,0.376,9.975,562.57,10.8932,2914.38,0.8972,284.74,122.45,13112.0,30790.0,337.07,1.9324,107.56,1.3885,104.8649,145.246,2.2097,0.7599
2016-07-04,110.2934,0.6627,0.0739,3.2474,1.3473,1.2949,659.26,6.6687,24.417,6.675,1.0844,67.4028,3.869,102.17,1148.1,0.3018,4.0005,35.4976,18.7536,0.6126,8.3615,0.3845,3.286,46.833,3.9963,3.64,64.2676,3.75,1.3473,14.7647,8.4209,0.9714,35.126,6.6344,3.6725,1.2616,1.0,30.714,1.3303,0.376,9.975,562.57,10.8932,2914.38,0.8972,284.74,122.45,13112.0,30790.0,337.07,1.9324,107.56,1.3885,104.8649,145.246,2.2097,0.7599
2016-07-03,110.2934,0.6627,0.0739,3.2474,1.3473,1.2949,659.26,6.6687,24.417,6.675,1.0844,67.4028,3.869,102.17,1148.1,0.3018,4.0005,35.4976,18.7536,0.6126,8.3615,0.3845,3.286,46.833,3.9963,3.64,64.2676,3.75,1.3473,14.7647,8.4209,0.9714,35.126,6.6344,3.6725,1.2616,1.0,30.714,1.3303,0.376,9.975,562.57,10.8932,2914.38,0.8972,284.74,122.45,13112.0,30790.0,337.07,1.9324,107.56,1.3885,104.8649,145.246,2.2097,0.7599
2016-07-02,110.2934,0.6627,0.0739,3.2474,1.3473,1.2949,659.26,6.6687,24.417,6.675,1.0844,67.4028,3.869,102.17,1148.1,0.3018,4.0005,35.4976,18.7536,0.6126,8.3615,0.3845,3.286,46.833,3.9963,3.64,64.2676,3.75,1.3473,14.7647,8.4209,0.9714,35.126,6.6344,3.6725,1.2616,1.0,30.714,1.3303,0.376,9.975,562.57,10.8932,2914.38,0.8972,284.74,122.45,13112.0,30790.0,337.07,1.9324,107.56,1.3885,104.8649,145.246,2.2097,0.7599
2016-07-01,110.2934,0.6627,0.0739,3.2092,1.3452,1.2949,661.37,6.6581,24.335,6.6798,1.0844,67.441,3.844,102.9,1152.6,0.3018,3.993,35.5146,18.309,0.6126,8.3498,0.3845,3.286,47.007,3.9548,3.64,64.0165,3.75,1.3452,14.5798,8.4706,0.9743,35.126,6.6508,3.6725,1.2616,1.0,30.714,1.3405,0.376,9.975,562.57,10.8932,2919.01,0.8981,284.88,122.73,13172.0,30790.0,338.04,1.9324,108.04,1.4029,104.8649,145.25,2.1923,0.7526
2016-06-30,110.2934,0.6627,0.0739,3.2429,1.349,1.3009,661.49,6.6445,24.433,6.7009,1.0844,67.6166,3.846,102.9,1164.7,0.3018,4.0225,35.5489,18.4646,0.6126,8.3776,0.3845,3.286,46.96,3.9803,3.64,64.1755,3.75,1.349,14.7752,8.4813,0.976,35.195,6.6523,3.6725,1.2616,1.0,30.583,1.3466,0.376,9.975,562.57,10.8814,2916.15,0.9007,284.29,122.65,13180.0,30700.0,338.66,1.9324,108.23,1.4085,104.7619,145.25,2.1881,0.7414
2016-06-29,110.3815,0.6627,0.0739,3.3261,1.3514,1.2991,674.16,6.6521,24.443,6.7066,1.0844,67.7443,3.858,102.4,1175.9,0.3018,4.0575,35.5472,18.555,0.6126,8.3918,0.3845,3.286,47.052,3.9905,3.64,64.2575,3.75,1.3514,14.9682,8.4929,0.9805,35.245,6.6432,3.6725,1.2616,1.0,30.454,1.3537,0.376,9.975,562.57,10.9649,3005.18,0.9017,286.57,123.82,13166.0,30679.0,339.12,1.9324,108.66,1.4128,104.7572,145.25,2.1905,0.745
2016-06-28,110.3815,0.6627,0.0739,3.3928,1.357,1.2991,680.21,6.6521,24.443,6.7178,1.0844,67.8867,3.878,102.05,1183.3,0.3018,4.0915,35.5215,18.555,0.6126,8.4697,0.3845,3.286,47.073,4.003,3.64,64.8095,3.75,1.357,15.207,8.5096,0.9776,35.301,6.6516,3.6725,1.2616,1.0,30.651,1.3517,0.376,9.975,562.57,10.9649,3022.78,0.9031,286.99,124.0,13256.0,30680.0,339.1,1.9324,108.78,1.4213,104.8055,145.25,2.2242,0.7496
2016-06-27,110.3815,0.6627,0.0739,3.3766,1.3573,1.3078,680.21,6.6405,24.692,6.7621,1.0844,67.9,3.9,102.25,1168.5,0.3018,4.109,35.4283,19.1283,0.6126,8.5511,0.3845,3.286,46.866,4.0263,3.64,65.0588,3.75,1.3573,15.3734,8.5019,0.9768,35.336,6.6544,3.6725,1.2616,1.0,31.06,1.3497,0.376,9.975,562.57,11.1359,2972.92,0.9093,287.15,125.16,13495.0,30680.0,339.1,1.9324,108.74,1.4166,104.8547,145.25,2.2061,0.757
2016-06-26,110.3815,0.6627,0.0739,3.3766,1.3573,1.3078,680.21,6.6405,24.692,6.7621,1.0844,67.9,3.9,102.25,1168.5,0.3018,4.109,35.4283,19.1283,0.6126,8.5511,0.3845,3.286,46.866,4.0263,3.64,65.0588,3.75,1.3573,15.3734,8.5019,0.9768,35.336,6.6544,3.6725,1.2616,1.0,31.06,1.3497,0.376,9.975,562.57,11.1359,2972.92,0.9093,287.15,125.16,13495.0,30680.0,339.1,1.9324,108.74,1.4166,104.8547,145.25,2.2061,0.757
2016-06-25,110.3815,0.6627,0.0739,3.3766,1.3573,1.3078,680.21,6.6405,24.692,6.7621,1.0844,67.9,3.9,102.25,1168.5,0.3018,4.109,35.4283,19.1283,0.6126,8.5511,0.3845,3.286,46.866,4.0263,3.64,65.0588,3.75,1.3573,15.3734,8.5019,0.9768,35.336,6.6544,3.6725,1.2616,1.0,31.06,1.3497,0.376,9.975,562.57,11.1359,2972.92,0.9093,287.15,125.16,13495.0,30680.0,339.1,1.9324,108.74,1.4166,104.8547,145.25,2.2061,0.757
2016-06-24,110.6078,0.6627,0.0739,3.3527,1.3616,1.2952,669.88,6.606,24.491,6.7207,1.0844,68.0144,3.885,101.5,1151.2,0.3008,4.115,35.375,18.8716,0.6126,8.5126,0.3845,3.314,46.866,3.9994,3.64,65.5287,3.75,1.3616,15.0626,8.5019,0.977,35.406,6.6421,3.6725,1.2616,1.0,30.97,1.3537,0.376,9.975,562.57,11.0011,2897.53,0.9037,285.11,124.88,13296.0,30680.0,339.69,1.9324,107.66,1.3926,104.8237,145.25,2.1598,0.7298
2016-06-23,109.5917,0.6627,0.0739,3.3877,1.3375,1.2752,672.8,6.5827,23.761,6.5323,1.0844,67.3702,3.823,104.65,1155.7,0.3008,4.02,35.306,18.3207,0.6126,8.1652,0.3845,3.281,46.511,3.8593,3.64,64.3212,3.75,1.3375,14.4178,8.2239,0.9556,35.206,6.6379,3.6725,1.2616,1.0,30.686,1.3275,0.376,9.975,562.57,10.661,2944.06,0.878,277.12,120.72,13265.0,30589.0,336.63,1.9324,108.06,1.393,104.7925,145.25,2.1599,0.6715
2016-06-22,109.8324,0.6627,0.0739,3.3891,1.3433,1.282,676.03,6.5832,23.976,6.5926,1.0844,67.557,3.852,104.5,1158.2,0.301,4.02,35.3784,18.5325,0.6126,8.2917,0.3845,3.282,46.368,3.8945,3.64,63.7162,3.75,1.3433,14.6966,8.2744,0.9583,35.252,6.6363,3.6725,1.2616,1.0,30.653,1.3403,0.376,9.975,562.57,10.7759,2976.29,0.8863,279.16,122.53,13298.0,30590.0,336.73,1.9324,108.02,1.4019,104.7507,145.1935,2.158,0.6812
2016-06-21,110.0878,0.6627,0.0739,3.3829,1.3428,1.2818,679.8,6.5766,23.923,6.5722,1.0844,67.4767,3.859,104.1,1163.2,0.3008,4.0555,35.4115,18.6444,0.6126,8.2834,0.3845,3.285,46.363,3.8741,3.64,64.1743,3.75,1.3428,14.7641,8.2315,0.9589,35.203,6.6363,3.6725,1.2616,1.0,30.518,1.3382,0.376,9.975,562.57,10.8108,2972.97,0.8839,276.35,122.21,13286.0,30550.0,335.87,1.9324,107.85,1.4039,104.7557,144.5385,2.1528,0.6779
