Date,Algerian dinar (DZD),Australian dollar(1),Botswana pula(1),Brazilian real (BRL),Brunei dollar (BND),Canadian dollar (CAD),Chilean peso (CLP),Chinese yuan (CNY),Czech koruna (CZK),Danish krone (DKK),Euro(1),Indian rupee (INR),Israeli New Shekel (ILS),Japanese yen (JPY),Korean won (KRW),Kuwaiti dinar (KWD),Malaysian ringgit (MYR),Mauritian rupee (MUR),Mexican peso (MXN),New Zealand dollar(1),Norwegian krone (NOK),Omani rial (OMR),Peruvian sol (PEN),Philippine peso (PHP),Polish zloty (PLN),Qatari riyal (QAR),Russian ruble (RUB),Saudi Arabian riyal (SAR),Singapore dollar (SGD),South African rand (ZAR),Swedish krona (SEK),Swiss franc (CHF),Thai baht (THB),Trinidadian dollar (TTD),U.A.E. dirham (AED),U.K. pound(1),U.S. dollar (USD),Uruguayan peso (UYU),Australian dollar (AUD),Bahrain dinar (BHD),Bolivar Fuerte (VEF),Bolivar Soberano (VES),Botswana pula (BWP),Colombian peso (COP),Euro (EUR),Hungarian forint (HUF),Icelandic krona (ISK),Indonesian rupiah (IDR),Iranian rial (IRR),Kazakhstani tenge (KZT),Libyan dinar (LYD),Nepalese rupee (NPR),New Zealand dollar (NZD),Pakistani rupee (PKR),Sri Lankan rupee (LKR),Tunisian dinar (TND),U.K. pound (GBP)
2024-07-17,134.1777,0.6736,0.0742,5.4664,1.3431,1.3685,910.79,7.2662,23.264,6.8223,1.0934,83.5781,3.627,158.51,"1,386.000000",0.3057,4.674,46.8341,17.7438,0.608,10.7532,0.3845,3.715,58.466,3.921,3.64,88.0872,3.75,1.3431,18.1744,10.5254,0.8959,35.944,6.7481,3.6725,1.3034,1.0,40.284,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-07-16,134.1487,0.6738,0.0742,5.4268,1.3444,1.3686,910.14,7.266,23.264,6.8438,1.0902,83.5781,3.639,158.38,"1,381.900000",0.3057,4.678,46.7181,17.6795,0.6062,10.8067,0.3845,3.714,58.527,3.9083,3.64,88.2824,3.75,1.3444,18.1744,10.5985,0.8959,36.212,6.7122,3.6725,1.2966,1.0,40.141,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-07-15,134.1487,0.6775,0.0742,5.4557,1.3439,1.3664,910.14,7.2637,23.314,6.8409,1.0907,83.5658,3.612,158.2,"1,376.300000",0.3056,4.6725,46.7435,17.7837,0.6095,10.7692,0.3845,3.719,58.335,3.896,3.64,87.8077,3.75,1.3417,18.063,10.5781,0.8939,36.226,6.7508,3.6725,1.2978,1.0,40.145,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-07-12,134.1745,0.6772,0.0742,5.4523,1.3439,1.3628,908.92,7.2602,23.267,6.8512,1.089,83.5385,3.642,158.2,"1,380.100000",0.306,4.6715,46.8237,17.6502,0.6086,10.7461,0.3845,3.729,58.298,3.9099,3.64,87.7427,3.75,1.3439,17.9533,10.5569,0.896,36.17,6.7442,3.6725,1.2962,1.0,40.103,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-07-11,134.2364,0.6761,0.0739,5.4094,1.3477,1.3624,918.86,7.2707,23.365,6.873,1.0855,83.4923,3.641,161.6,"1,385.600000",0.306,4.688,46.9127,17.8192,0.6092,10.7531,0.3845,3.766,58.409,3.9257,3.64,87.988,3.75,1.3477,18.081,10.5196,0.8983,36.245,6.7529,3.6725,1.2878,1.0,40.021,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-07-10,134.2982,0.6744,0.0738,5.3961,1.35,1.362,932.31,7.2759,23.443,6.8917,1.0825,83.4923,3.663,161.49,"1,383.400000",0.306,4.705,47.1952,17.8288,0.6108,10.7224,0.3845,3.774,58.495,3.9324,3.64,87.8551,3.75,1.35,18.0876,10.5381,0.8981,36.394,6.7638,3.6725,1.2808,1.0,40.064,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-07-09,134.2692,0.6744,0.0739,5.4381,1.3502,1.3638,939.17,7.2717,23.338,6.898,1.0814,83.4843,3.673,161.0,"1,379.400000",0.3059,4.711,46.9021,17.9428,0.6122,10.6242,0.3845,3.781,58.539,3.9391,3.64,88.0031,3.75,1.3502,18.0916,10.5622,0.898,36.427,6.7623,3.6725,1.2814,1.0,39.922,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-07-08,134.1878,0.6744,0.0737,5.4714,1.3481,1.3634,933.51,7.2698,23.215,6.8838,1.0835,83.4755,3.685,160.72,"1,379.000000",0.3059,4.72,47.1213,18.0095,0.6146,10.5745,0.3845,3.782,58.563,3.947,3.64,88.1688,3.75,1.3481,18.1531,10.5035,0.8962,36.431,6.7455,3.6725,1.2816,1.0,40.061,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-07-03,134.3195,0.6673,0.0729,5.5857,1.3569,1.3637,946.99,7.2735,23.425,6.9332,1.0758,83.515,3.763,161.53,"1,387.400000",0.3065,4.72,47.3661,18.1355,0.608,10.651,0.3845,3.826,58.805,3.999,3.64,87.9506,3.75,1.3569,18.4931,10.5698,0.9031,36.831,6.7102,3.6725,1.2703,1.0,40.042,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-07-02,134.5167,0.6646,0.0732,5.6671,1.3582,1.3697,943.89,7.2714,23.481,6.9522,1.0729,83.515,3.765,161.64,"1,380.800000",0.3065,4.719,47.3444,18.2485,0.6059,10.6995,0.3845,3.826,58.563,4.0375,3.64,87.9921,3.75,1.3582,18.4464,10.6412,0.9039,36.824,6.7277,3.6725,1.2643,1.0,40.288,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-07-01,134.3138,0.6668,0.0737,5.5887,1.3554,1.3649,944.34,7.2681,23.315,6.9415,1.0745,83.4043,3.753,161.17,"1,382.400000",0.3064,4.7145,47.5182,18.3897,0.6101,10.6389,0.3845,3.834,58.658,3.9915,3.64,87.2972,3.75,1.3554,18.3232,10.5793,0.9012,36.735,6.7158,3.6725,1.2674,1.0,40.027,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-06-28,134.6152,0.6624,0.0731,5.5583,1.3585,1.3687,951.02,7.2663,23.386,6.9664,1.0705,83.4534,3.759,160.95,"1,389.200000",0.3066,4.7195,47.5612,18.2478,0.608,10.646,0.3845,3.827,58.868,4.032,3.64,85.748,3.75,1.3585,18.2138,10.6114,0.8988,36.848,6.717,3.6725,1.2656,1.0,39.989,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-06-27,134.6094,0.6666,0.0735,5.5223,1.357,1.369,947.78,7.2689,23.299,6.973,1.0696,83.4896,3.755,160.67,"1,390.100000",0.3066,4.719,47.4474,18.3773,0.608,10.6563,0.3845,3.817,58.824,4.0312,3.64,84.964,3.75,1.357,18.3166,10.6002,0.897,36.926,6.7569,3.6725,1.2652,1.0,39.424,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-06-26,134.5804,0.6686,0.0735,5.5091,1.3549,1.3696,942.31,7.2666,23.296,6.9783,1.0689,83.5409,3.752,159.72,"1,386.400000",0.3066,4.71,47.2841,18.2215,0.6116,10.66,0.3845,3.811,58.741,4.0291,3.64,87.8064,3.75,1.3549,18.2727,10.5752,0.8979,36.785,6.7686,3.6725,1.2656,1.0,39.561,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-06-25,134.4065,0.6664,0.0739,5.4283,1.352,1.3659,941.72,7.2628,23.164,6.9623,1.0714,83.4275,3.725,159.5,"1,389.700000",0.3064,4.708,47.3668,18.1372,0.6122,10.5717,0.3845,3.807,58.811,3.9975,3.64,87.277,3.75,1.352,18.1416,10.4774,0.8934,36.609,6.7647,3.6725,1.2688,1.0,39.285,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-06-24,134.4103,0.6641,0.0739,5.3994,1.3549,1.3663,937.34,7.2618,23.196,6.9518,1.073,83.5138,3.724,159.81,"1,389.100000",0.3067,4.7125,47.3211,17.9627,0.611,10.5769,0.3845,3.795,58.835,4.0319,3.64,87.373,3.75,1.3549,18.0766,10.4898,0.8932,36.726,6.7647,3.6725,1.2664,1.0,39.308,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-06-21,134.5898,0.6665,0.074,5.441,1.3535,1.3702,927.92,7.2611,23.341,6.9779,1.0688,83.586,3.739,159.0,"1,383.800000",0.3064,4.715,47.2735,18.1848,0.6123,10.5431,0.3845,3.795,58.785,4.0527,3.64,87.9595,3.75,1.3535,17.9574,10.4469,0.8923,36.707,6.7612,3.6725,1.2634,1.0,39.651,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-06-20,134.5066,0.6669,0.0741,5.4248,1.3511,1.3698,938.68,7.2602,23.224,6.9578,1.0719,83.5265,3.719,158.03,"1,380.800000",0.3064,4.711,46.7652,18.4027,0.6136,10.5341,0.3845,3.802,58.661,4.0549,3.64,85.4176,3.75,1.3511,18.1006,10.4469,0.8897,36.71,6.761,3.6725,1.2694,1.0,39.468,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-06-18,134.6826,0.6626,0.0736,5.4068,1.3526,1.3723,938.68,7.2561,23.115,6.9623,1.0715,83.4817,3.722,157.68,"1,380.400000",0.3064,4.713,46.9816,18.4128,0.6126,10.6841,0.3845,3.78,58.63,4.0549,3.64,87.0354,3.75,1.3526,18.1888,10.504,0.8881,36.799,6.7456,3.6725,1.2689,1.0,39.367,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-06-17,134.6826,0.6601,0.0734,5.4124,1.3518,1.3743,928.47,7.256,23.056,6.9644,1.0712,83.5458,3.732,157.44,"1,377.700000",0.3064,4.713,47.1269,18.5248,0.6129,10.7226,0.3845,3.783,58.697,4.0728,3.64,89.0499,3.75,1.3518,18.3748,10.5427,0.8921,36.764,6.7583,3.6725,1.267,1.0,39.338,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-06-14,134.6826,0.6626,0.0733,5.3624,1.3518,1.3746,919.49,7.2558,23.154,6.917,1.0686,83.5458,3.723,157.23,"1,371.000000",0.3064,4.713,47.063,18.5385,0.6156,10.6705,0.3845,3.77,58.697,4.076,3.64,88.208,3.75,1.3518,18.3748,10.4052,0.8933,36.754,6.7616,3.6725,1.2706,1.0,39.279,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-06-13,134.5873,0.6642,0.0735,5.3968,1.349,1.3746,914.86,7.2519,22.902,6.917,1.0784,83.5469,3.715,156.8,"1,377.800000",0.3064,4.708,46.524,18.5385,0.6173,10.6084,0.3845,3.77,58.697,4.0119,3.64,88.208,3.75,1.349,18.4154,10.4052,0.8963,36.628,6.7616,3.6725,1.2776,1.0,39.279,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-06-12,134.6782,0.6621,0.0731,5.3885,1.3528,1.37,924.18,7.2537,22.94,6.9288,1.0765,83.5645,3.723,157.17,"1,377.400000",0.3066,4.718,46.9689,18.7832,0.6145,10.5505,0.3845,3.766,58.769,4.0342,3.64,89.0214,3.75,1.3528,18.5517,10.4361,0.8959,36.729,6.7753,3.6725,1.2761,1.0,39.179,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-06-11,134.5736,0.6602,0.0729,5.3519,1.3532,1.3767,923.24,7.2542,23.022,6.951,1.073,83.5054,3.723,157.25,"1,377.900000",0.3066,4.7235,46.8592,18.4457,0.612,10.4968,0.3845,3.779,58.769,4.0443,3.64,89.0214,3.75,1.3532,18.6746,10.4816,0.897,36.76,6.7658,3.6725,1.2743,1.0,39.089,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-06-10,134.5793,0.6672,0.0726,5.366,1.3538,1.3765,916.84,7.2433,22.901,6.9349,1.0756,83.4919,3.752,156.95,"1,366.900000",0.3066,4.7165,46.8654,18.3848,0.6106,10.447,0.3845,3.765,58.539,4.0159,3.64,88.9944,3.75,1.3538,18.7813,10.5364,0.8966,36.891,6.7516,3.6725,1.2696,1.0,39.183,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-06-07,134.274,0.6672,0.0728,5.2796,1.3455,1.374,910.45,7.2433,22.559,6.8465,1.0898,83.4257,3.732,155.7,"1,371.500000",0.3062,4.6955,46.1451,18.2622,0.6192,10.401,0.3845,3.747,58.641,3.9389,3.64,88.7606,3.75,1.3455,18.8447,10.3758,0.8897,36.384,6.7384,3.6725,1.2792,1.0,39.108,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-06-06,134.2897,0.666,0.0727,5.2675,1.3461,1.3686,906.25,7.2468,22.67,6.8653,1.0865,83.4649,3.724,155.9,"1,373.100000",0.3062,4.696,46.446,17.5335,0.621,10.3588,0.3845,3.747,58.732,3.953,3.64,88.7604,3.75,1.3461,18.9072,10.419,0.8912,36.489,6.7311,3.6725,1.278,1.0,38.834,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-06-05,134.2954,0.6658,0.0731,5.2835,1.3463,1.3696,905.37,7.2459,22.68,6.8652,1.0872,83.3898,3.709,155.25,"1,373.100000",0.3062,4.6995,46.3216,17.5592,0.6188,10.3202,0.3845,3.741,58.681,3.9607,3.64,88.7436,3.75,1.3463,18.8029,10.419,0.8924,36.595,6.7123,3.6725,1.2772,1.0,39.069,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-06-04,134.2476,0.6668,0.0734,5.2681,1.3466,1.3681,907.94,7.2454,22.789,6.8652,1.0865,83.5021,3.688,156.4,"1,377.600000",0.3062,4.694,46.4121,17.8607,0.6181,10.285,0.3845,3.7225,58.532,3.9448,3.64,88.7574,3.75,1.3466,18.7345,10.4699,0.893,36.576,6.713,3.6725,1.2753,1.0,38.925,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-06-03,134.4922,0.6646,0.0728,5.2367,1.3511,1.3635,916.77,7.2463,22.798,6.8797,1.0842,83.0659,3.661,157.15,"1,381.600000",0.3065,4.6639,46.4786,17.6338,0.6234,10.2531,0.3845,3.6995,58.524,3.9501,3.64,89.3755,3.75,1.3511,18.6978,10.5179,0.9011,35.6401,6.7061,3.6725,1.2714,1.0,38.786,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-05-31,134.5621,0.6637,0.0729,5.241,1.3507,1.3637,917.98,7.2426,22.765,6.8732,1.0852,83.2988,3.718,156.65,"1,376.500000",0.3068,4.704,46.4298,17.0177,0.6122,10.4893,0.3845,3.735,58.62,3.9389,3.64,90.1915,3.75,1.3507,18.8538,10.5243,0.906,36.751,6.7331,3.6725,1.2722,1.0,38.792,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-05-30,134.667,0.6597,0.0733,5.1966,1.3528,1.3678,907.67,7.2463,22.905,6.8974,1.0815,83.4231,3.721,156.71,"1,364.800000",0.3068,4.709,46.6983,16.9377,0.6107,10.5469,0.3845,3.744,58.286,3.9244,3.64,89.7869,3.75,1.3528,18.6982,10.6329,0.9067,36.902,6.7331,3.6725,1.2714,1.0,38.709,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-05-29,134.5214,0.6647,0.0738,5.1966,1.3493,1.37,898.13,7.2487,22.775,6.8718,1.0857,83.327,3.694,157.38,"1,359.500000",0.3068,4.702,46.5389,16.95,0.6142,10.5158,0.3845,3.752,57.959,3.9244,3.64,89.2589,3.75,1.3493,18.3762,10.612,0.9132,36.675,6.7331,3.6725,1.2746,1.0,38.744,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-05-28,134.3116,0.6667,0.0737,5.1532,1.347,1.3638,900.28,7.247,22.65,6.8568,1.0882,83.1644,3.675,156.8,"1,365.400000",0.3066,4.6915,46.3727,16.7457,0.6162,10.4824,0.3845,3.738,58.093,3.9183,3.64,88.4375,3.75,1.347,18.3762,10.5367,0.9107,36.57,6.7473,3.6725,1.278,1.0,38.529,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-05-24,134.5433,0.66,0.0735,5.1502,1.3523,1.3673,908.95,7.2448,22.807,6.883,1.084,83.1219,3.673,157.07,"1,364.500000",0.3069,4.719,46.5045,16.7023,0.6095,10.6045,0.3845,3.73,58.215,3.9376,3.64,89.7026,3.75,1.3523,18.4186,10.7002,0.9148,36.716,6.7598,3.6725,1.2721,1.0,38.546,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-05-23,134.5025,0.6621,0.0737,5.1437,1.3501,1.3702,904.67,7.2445,22.795,6.8753,1.0854,83.2301,3.672,156.8,"1,363.100000",0.3069,4.7155,46.4291,16.6945,0.611,10.6104,0.3845,3.738,58.163,3.9394,3.64,90.2486,3.75,1.3501,18.3669,10.6804,0.9136,36.531,6.7496,3.6725,1.2726,1.0,38.478,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-05-22,134.3453,0.6674,0.0742,5.1496,1.3482,1.3674,886.79,7.2397,22.855,6.8898,1.083,83.2301,3.674,156.27,"1,364.400000",0.3068,4.6915,46.3059,16.6405,0.6132,10.6971,0.3845,3.735,58.119,3.9243,3.64,90.1887,3.75,1.3482,18.1871,10.741,0.914,36.267,6.7554,3.6725,1.2724,1.0,38.466,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-05-21,134.3162,0.6658,0.074,5.1031,1.3482,1.3649,897.11,7.2387,22.717,6.8683,1.0864,83.3614,3.672,156.45,"1,356.200000",0.3068,4.6915,46.3541,16.6138,0.6098,10.6618,0.3845,3.726,57.763,3.9175,3.64,90.4082,3.75,1.3482,18.1951,10.66,0.9095,36.267,6.747,3.6725,1.2716,1.0,38.285,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-05-20,134.2638,0.6704,0.0742,5.1079,1.345,1.3615,897.11,7.2318,22.792,6.8808,1.0861,83.4815,3.703,155.85,"1,355.200000",0.3067,4.686,46.2145,16.5668,0.6131,10.8299,0.3845,3.727,57.643,3.9149,3.64,90.6537,3.75,1.345,18.1335,10.6921,0.9096,36.011,6.7465,3.6725,1.2703,1.0,38.408,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-05-17,134.3278,0.6673,0.0741,5.1151,1.3476,1.3615,901.53,7.2219,22.791,6.8808,1.0844,83.4815,3.716,155.47,"1,349.400000",0.3066,4.685,46.1361,16.6217,0.6112,10.8299,0.3845,3.735,57.358,3.9363,3.64,90.9873,3.75,1.3476,18.2194,10.7479,0.9096,36.268,6.7491,3.6725,1.265,1.0,38.497,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-05-16,134.2405,0.6679,0.0739,5.135,1.3426,1.362,909.06,7.2176,22.745,6.8666,1.0866,83.5011,3.681,154.0,"1,369.000000",0.3066,4.682,46.1123,16.6893,0.6123,10.8299,0.3845,3.721,57.634,3.9195,3.64,90.9239,3.75,1.3426,18.2314,10.6913,0.9024,36.168,6.7525,3.6725,1.2669,1.0,38.781,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-05-15,134.2986,0.6648,0.0737,5.135,1.3501,1.3665,916.87,7.2233,22.861,6.8886,1.0832,83.5092,3.695,156.42,"1,370.100000",0.307,4.702,46.5162,16.6782,0.6046,10.8299,0.3845,3.712,57.851,3.9368,3.64,91.2573,3.75,1.3501,18.3385,10.7783,0.9055,36.551,6.7537,3.6725,1.2606,1.0,38.728,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-05-14,134.3425,0.66,0.0735,5.135,1.3542,1.3665,922.1,7.2372,22.926,6.9107,1.0796,83.5201,3.724,156.38,"1,370.100000",0.3073,4.728,46.5275,16.846,0.6015,10.8299,0.3845,3.719,57.732,3.9701,3.64,91.3591,3.75,1.3542,18.4415,10.8638,0.9075,36.771,6.7555,3.6725,1.2556,1.0,38.641,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-05-13,134.3401,0.6596,0.0735,5.1406,1.3542,1.3665,930.99,7.2345,22.948,6.9113,1.0795,83.5234,3.724,155.92,"1,367.900000",0.3074,4.7393,46.549,16.8072,0.601,10.8299,0.3845,3.713,57.32,3.9853,3.64,91.633,3.75,1.3542,18.3984,10.8419,0.9068,36.797,6.7462,3.6725,1.2534,1.0,38.531,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-05-10,134.311,0.661,0.0735,5.1458,1.3536,1.3665,930.99,7.225,23.131,6.944,1.0779,83.4946,3.721,155.58,"1,367.900000",0.3075,4.7393,46.3769,16.769,0.6025,10.8299,0.3845,3.701,57.383,3.9866,3.64,91.8239,3.75,1.3536,18.4012,10.8419,0.9068,36.724,6.7674,3.6725,1.2532,1.0,38.511,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-05-09,134.5607,0.6577,0.0733,5.1571,1.3549,1.3692,936.76,7.2254,23.239,6.944,1.0732,83.4976,3.741,155.55,"1,364.400000",0.3075,4.742,46.3959,16.866,0.6006,10.9439,0.3845,3.71,57.407,4.0076,3.64,91.8239,3.75,1.3549,18.543,10.9215,0.9086,36.918,6.7605,3.6725,1.246,1.0,38.487,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-05-08,134.5258,0.6579,0.0733,5.0881,1.3563,1.3734,934.29,7.2257,23.223,6.944,1.0743,83.5147,3.713,154.88,"1,357.800000",0.3075,4.7465,46.7188,16.9087,0.5986,10.9439,0.3845,3.719,57.246,4.0202,3.64,91.8239,3.75,1.3563,18.5895,10.9215,0.9086,36.976,6.7621,3.6725,1.2498,1.0,38.431,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-05-07,134.3865,0.66,0.0733,5.0604,1.3521,1.3705,930.17,7.215,23.223,6.9289,1.0766,83.5015,3.722,154.05,"1,365.200000",0.3073,4.7425,46.4277,16.9083,0.6012,10.8657,0.3845,3.72,57.2,4.0056,3.64,91.1231,3.75,1.3521,18.4723,10.8499,0.9074,36.779,6.7474,3.6725,1.2543,1.0,38.613,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
